"ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default","LoanAmt_raw"
"90016","Male","Grade 12",1,18.75,324719,0.87,449911,9.34,42.05,33.3,"Salaried","Rent","Vehicle",0,"449911"
"90019","Female","No records",2,16.75,390408,1.52,902110,27.21,89.55,54.1,"Salaried","Mortgage","Home_improvement",0,"902110"
"90019","Female","No records",2,16.75,390408,1.52,902110,27.21,89.55,54.1,"Salaried","Mortgage","Home_improvement",0,"902110"
"90021","Male","Degree",0,14.25,489764,1.74,300640,22.14,78.8,56.2,"Salaried","Mortgage","Home_improvement",0,"300640"
"90021","Male","Degree",0,14.25,489764,1.74,300640,22.14,78.8,56.2,"Salaried","Mortgage","Home_improvement",0,"300640"
"90025","Male","Degree",1,22.75,1426910,2.22,3570464,34.37,114.94,68.1,"Self-employed","Own","Debt_consolidation",0,"3570464"
"90025","Male","Degree",1,22.75,1426910,2.22,3570464,34.37,114.94,68.1,"Self-employed","Own","Debt_consolidation",0,"3570464"
"90035","Female","Grade 12",0,23.25,436553,0.9,1589856,38.98,126.14,67.8,"Salaried","Rent","Other",0,"1589856"
"90035","Female","Grade 12",0,23.25,436553,0.9,1589856,38.98,126.14,67.8,"Salaried","Rent","Other",0,"1589856"
"90039","Male","Postgrad",2,18.25,556184,1.4,1544634,5.87,27.54,31.7,"Salaried","Mortgage","Home_improvement",0,"1544634"
"90039","Male","Postgrad",2,18.25,556184,1.4,1544634,5.87,27.54,31.7,"Salaried","Mortgage","Home_improvement",0,"1544634"
"90041","Male","Grade 12",1,33.25,4138,0.45,3555,13.15,49.51,40,"Unemployed","Rent","Other",0,"3555"
"90041","Male","Grade 12",1,33.25,4138,0.45,3555,13.15,49.51,40,"Unemployed","Rent","Other",0,"3555"
"90043","Male","Diploma",1,19.25,398954,1.45,1187624,18.18,60.8,52,"Salaried","Own","Debt_consolidation",0,"1187624"
"90043","Male","Diploma",1,19.25,398954,1.45,1187624,18.18,60.8,52,"Salaried","Own","Debt_consolidation",0,"1187624"
"90053","Male","No records",0,19.25,223243,1.36,184539,11.42,44.67,39.8,"Salaried","Own","Debt_consolidation",0,"184539"
"90053","Male","No records",0,19.25,223243,1.36,184539,11.42,44.67,39.8,"Salaried","Own","Debt_consolidation",0,"184539"
"90062","Male","Diploma",1,17.75,430067,1.39,655662,19.44,69.36,43.8,"Salaried","Mortgage","Vehicle",0,"655662"
"90062","Male","Diploma",1,17.75,430067,1.39,655662,19.44,69.36,43.8,"Salaried","Mortgage","Vehicle",0,"655662"
"90084","Male","No records",2,16.75,469278,1.57,470294,7.39,36.27,32,"Salaried","Mortgage","Home_improvement",1,"470294"
"90084","Male","No records",2,16.75,469278,1.57,470294,7.39,36.27,32,"Salaried","Mortgage","Home_improvement",1,"470294"
"90095","Male","Grade 12",0,19.25,578437,1.99,1537593,15.96,63.01,41.9,"Salaried","Own","Debt_consolidation",1,"1537593"
"90095","Male","Grade 12",0,19.25,578437,1.99,1537593,15.96,63.01,41.9,"Salaried","Own","Debt_consolidation",1,"1537593"
"90099","Female","No records",3,16.75,379738,1.09,665987,13.61,54.06,43.1,"Salaried","Mortgage","Home_improvement",0,"665987"
"90099","Female","No records",3,16.75,379738,1.09,665987,13.61,54.06,43.1,"Salaried","Mortgage","Home_improvement",0,"665987"
"90100","Female","Diploma",1,17.75,306618,1.45,742943,14.72,54.55,49.6,"Salaried","Mortgage","Vehicle",0,"742943"
"90100","Female","Diploma",1,17.75,306618,1.45,742943,14.72,54.55,49.6,"Salaried","Mortgage","Vehicle",0,"742943"
"90128","Male","Grade 12",1,18.25,293173,1.55,1017950,3.95,21.14,31.3,"Salaried","Mortgage","Home_improvement",0,"1017950"
"90128","Male","Grade 12",1,18.25,293173,1.55,1017950,3.95,21.14,31.3,"Salaried","Mortgage","Home_improvement",0,"1017950"
"90132","Female","Grade 12",0,25.25,2323307,1.64,8709853,33.44,108.99,68.3,"Self-employed","Rent","Other",1,"8709853"
"90132","Female","Grade 12",0,25.25,2323307,1.64,8709853,33.44,108.99,68.3,"Self-employed","Rent","Other",1,"8709853"
"90136","Female","Grade 12",0,18.25,463720,1.57,1292740,3.45,19.53,34.1,"Salaried","Mortgage","Home_improvement",1,"1292740"
"90136","Female","Grade 12",0,18.25,463720,1.57,1292740,3.45,19.53,34.1,"Salaried","Mortgage","Home_improvement",1,"1292740"
"90140","Male","Diploma",0,17.75,187944,1.06,518766,13.76,54.75,38,"Salaried","Mortgage","Vehicle",0,"518766"
"90140","Male","Diploma",0,17.75,187944,1.06,518766,13.76,54.75,38,"Salaried","Mortgage","Vehicle",0,"518766"
"90141","Male","Diploma",2,18.75,573702,2.43,368397,38.83,128.61,62.2,"Self-employed","Mortgage","Vehicle",1,"368397"
"90141","Male","Diploma",2,18.75,573702,2.43,368397,38.83,128.61,62.2,"Self-employed","Mortgage","Vehicle",1,"368397"
"90155","Male","Diploma",2,18.75,442052,0.96,1315611,23.37,83.32,52.5,"Salaried","Rent","Vehicle",0,"1315611"
"90155","Male","Diploma",2,18.75,442052,0.96,1315611,23.37,83.32,52.5,"Salaried","Rent","Vehicle",0,"1315611"
"90156","Female","Grade 12",0,25.25,3043681,2.24,10475612,36.37,116.59,66.1,"Self-employed","Rent","Other",1,"10475612"
"90156","Female","Grade 12",0,25.25,3043681,2.24,10475612,36.37,116.59,66.1,"Self-employed","Rent","Other",1,"10475612"
"90157","Male","Diploma",0,15.25,305706,0.97,120220,11.51,43.21,35.1,"Salaried","Mortgage","Vehicle",0,"120220"
"90157","Male","Diploma",0,15.25,305706,0.97,120220,11.51,43.21,35.1,"Salaried","Mortgage","Vehicle",0,"120220"
"90159","Female","Grade 12",0,17.75,272556,1.39,630197,32.42,108.54,55,"Salaried","Mortgage","Vehicle",0,"630197"
"90159","Female","Grade 12",0,17.75,272556,1.39,630197,32.42,108.54,55,"Salaried","Mortgage","Vehicle",0,"630197"
"90173","Female","Diploma",2,34.75,6005,0.57,10777,15.62,51.4,49.6,"Unemployed","Mortgage","Debt_consolidation",1,"10777"
"90173","Female","Diploma",2,34.75,6005,0.57,10777,15.62,51.4,49.6,"Unemployed","Mortgage","Debt_consolidation",1,"10777"
"90182","Male","Grade 12",1,16.75,283755,0.92,468380,29.99,101.1,53.3,"Salaried","Mortgage","Home_improvement",1,"468380"
"90182","Male","Grade 12",1,16.75,283755,0.92,468380,29.99,101.1,53.3,"Salaried","Mortgage","Home_improvement",1,"468380"
"90186","Female","Grade 12",0,18.25,291425,1.46,652660,30.39,104.53,65.2,"Salaried","Mortgage","Home_improvement",1,"652660"
"90186","Female","Grade 12",0,18.25,291425,1.46,652660,30.39,104.53,65.2,"Salaried","Mortgage","Home_improvement",1,"652660"
"90189","Female","Postgrad",2,18.75,412903,1.99,316855,12.1,45.55,46.3,"Salaried","Rent","Vehicle",0,"316855"
"90189","Female","Postgrad",2,18.75,412903,1.99,316855,12.1,45.55,46.3,"Salaried","Rent","Vehicle",0,"316855"
"90199","Female","Degree",0,18.25,181915,1.28,628804,3.46,18.92,26.8,"Salaried","Mortgage","Home_improvement",1,"628804"
"90199","Female","Degree",0,18.25,181915,1.28,628804,3.46,18.92,26.8,"Salaried","Mortgage","Home_improvement",1,"628804"
"90210","Female","Diploma",0,16.75,552238,1.2,283628,36.6,119.62,63.8,"Salaried","Mortgage","Vehicle",1,"283628"
"90210","Female","Diploma",0,16.75,552238,1.2,283628,36.6,119.62,63.8,"Salaried","Mortgage","Vehicle",1,"283628"
"90241","Female","No records",1,22.75,519029,1.19,956042,0.64,7.43,24.9,"Salaried","Mortgage","Vehicle",0,"956042"
"90241","Female","No records",1,22.75,519029,1.19,956042,0.64,7.43,24.9,"Salaried","Mortgage","Vehicle",0,"956042"
"90266","Male","Diploma",0,23.25,397886,1.54,1043837,5.1,21.41,27.3,"Salaried","Rent","Other",1,"1043837"
"90266","Male","Diploma",0,23.25,397886,1.54,1043837,5.1,21.41,27.3,"Salaried","Rent","Other",1,"1043837"
"90280","Female","Grade 12",0,17.75,302746,1.67,410426,25.25,85.78,58.2,"Salaried","Mortgage","Vehicle",0,"410426"
"90280","Female","Grade 12",0,17.75,302746,1.67,410426,25.25,85.78,58.2,"Salaried","Mortgage","Vehicle",0,"410426"
"90291","Female","Diploma",1,20.25,516206,1.67,277345,28.25,96.54,60.9,"Self-employed","Own","Debt_consolidation",1,"277345"
"90291","Female","Diploma",1,20.25,516206,1.67,277345,28.25,96.54,60.9,"Self-employed","Own","Debt_consolidation",1,"277345"
"90295","Male","Diploma",1,17.75,458392,1.6,1203033,29.08,94.18,59.6,"Salaried","Mortgage","Vehicle",0,"1203033"
"90295","Male","Diploma",1,17.75,458392,1.6,1203033,29.08,94.18,59.6,"Salaried","Mortgage","Vehicle",0,"1203033"
"90307","Male","No records",1,25.25,2672592,2.08,4477423,39.45,127.69,73.7,"Self-employed","Rent","Other",1,"4477423"
"90307","Male","No records",1,25.25,2672592,2.08,4477423,39.45,127.69,73.7,"Self-employed","Rent","Other",1,"4477423"
"90315","Male","Degree",2,15.75,463792,0.69,287468,39.85,130.56,67,"Salaried","Mortgage","Home_improvement",1,"287468"
"90315","Male","Degree",2,15.75,463792,0.69,287468,39.85,130.56,67,"Salaried","Mortgage","Home_improvement",1,"287468"
"90318","Female","No records",0,21.75,345653,1.42,359606,25.05,83.33,54.4,"Salaried","Rent","Other",0,"359606"
"90318","Female","No records",0,21.75,345653,1.42,359606,25.05,83.33,54.4,"Salaried","Rent","Other",0,"359606"
"90322","Male","Postgrad",0,17.75,130519,1.52,155956,18.51,68.35,48.6,"Salaried","Mortgage","Vehicle",0,"155956"
"90322","Male","Postgrad",0,17.75,130519,1.52,155956,18.51,68.35,48.6,"Salaried","Mortgage","Vehicle",0,"155956"
"90326","Female","Grade 12",4,17.75,176049,1.55,328187,10.97,48.11,39.3,"Salaried","Mortgage","Vehicle",0,"328187"
"90326","Female","Grade 12",4,17.75,176049,1.55,328187,10.97,48.11,39.3,"Salaried","Mortgage","Vehicle",0,"328187"
"90328","Male","Postgrad",1,18.75,647261,2.34,466282,29.21,95.45,54.5,"Self-employed","Mortgage","Home_improvement",1,"466282"
"90328","Male","Postgrad",1,18.75,647261,2.34,466282,29.21,95.45,54.5,"Self-employed","Mortgage","Home_improvement",1,"466282"
"90329","Male","Grade 12",0,22.75,249767,1.12,620440,0.61,10.35,35.1,"Salaried","Own","Debt_consolidation",1,"620440"
"90329","Male","Grade 12",0,22.75,249767,1.12,620440,0.61,10.35,35.1,"Salaried","Own","Debt_consolidation",1,"620440"
"90330","Female","Grade 12",3,23.75,564678,1.52,1225348,18.49,60.52,45.5,"Self-employed","Rent","Other",1,"1225348"
"90330","Female","Grade 12",3,23.75,564678,1.52,1225348,18.49,60.52,45.5,"Self-employed","Rent","Other",1,"1225348"
"90348","Female","Grade 12",1,17.25,1762965,1.67,1004702,26.4,95.44,52.4,"Self-employed","Mortgage","Vehicle",1,"1004702"
"90348","Female","Grade 12",1,17.25,1762965,1.67,1004702,26.4,95.44,52.4,"Self-employed","Mortgage","Vehicle",1,"1004702"
"90366","Male","Degree",0,25.25,948900,1.83,1832393,13.44,51.48,40.1,"Contract","Rent","Other",1,"1832393"
"90366","Male","Degree",0,25.25,948900,1.83,1832393,13.44,51.48,40.1,"Contract","Rent","Other",1,"1832393"
"90378","Female","No records",0,25.25,582082,1.97,1153449,10.07,43.65,43.4,"Contract","Rent","Other",0,"1153449"
"90378","Female","No records",0,25.25,582082,1.97,1153449,10.07,43.65,43.4,"Contract","Rent","Other",0,"1153449"
"90384","Female","Degree",1,18.75,3217720,1.93,5626485,15.75,57.8,50.2,"Self-employed","Mortgage","Home_improvement",0,"5626485"
"90384","Female","Degree",1,18.75,3217720,1.93,5626485,15.75,57.8,50.2,"Self-employed","Mortgage","Home_improvement",0,"5626485"
"90389","Male","Diploma",1,23.75,965868,1.92,2137705,25.27,90.43,52.6,"Self-employed","Rent","Other",1,"2137705"
"90389","Male","Diploma",1,23.75,965868,1.92,2137705,25.27,90.43,52.6,"Self-employed","Rent","Other",1,"2137705"
"90398","Female","Grade 12",2,16.75,110657,1,330191,8.4,39.27,32.4,"Salaried","Mortgage","Home_improvement",0,"330191"
"90398","Female","Grade 12",2,16.75,110657,1,330191,8.4,39.27,32.4,"Salaried","Mortgage","Home_improvement",0,"330191"
"90413","Female","Degree",1,21.25,310106,2.05,550930,13.56,52.21,40.8,"Contract","Mortgage","Vehicle",1,"550930"
"90413","Female","Degree",1,21.25,310106,2.05,550930,13.56,52.21,40.8,"Contract","Mortgage","Vehicle",1,"550930"
"90422","Male","No records",1,16.75,292462,2.27,592582,18.04,62.59,52.1,"Salaried","Mortgage","Home_improvement",1,"592582"
"90422","Male","No records",1,16.75,292462,2.27,592582,18.04,62.59,52.1,"Salaried","Mortgage","Home_improvement",1,"592582"
"90433","Male","No records",0,16.75,265296,1.48,902957,16.61,61.57,51.3,"Salaried","Mortgage","Home_improvement",0,"902957"
"90433","Male","No records",0,16.75,265296,1.48,902957,16.61,61.57,51.3,"Salaried","Mortgage","Home_improvement",0,"902957"
"90436","Female","No records",0,20.75,227992,1.18,400380,34.17,116.31,64.2,"Salaried","Own","Debt_consolidation",1,"400380"
"90436","Female","No records",0,20.75,227992,1.18,400380,34.17,116.31,64.2,"Salaried","Own","Debt_consolidation",1,"400380"
"90457","Female","Degree",0,25.25,1573002,2.33,4540291,21.55,78.02,45,"Contract","Rent","Other",1,"4540291"
"90457","Female","Degree",0,25.25,1573002,2.33,4540291,21.55,78.02,45,"Contract","Rent","Other",1,"4540291"
"90461","Male","Degree",0,19.25,174998,1.45,222533,20.83,75.1,45.8,"Salaried","Own","Debt_consolidation",0,"222533"
"90461","Male","Degree",0,19.25,174998,1.45,222533,20.83,75.1,45.8,"Salaried","Own","Debt_consolidation",0,"222533"
"90464","Male","Grade 12",1,35,7098,0.49,9574,29.94,106.77,57,"Unemployed","Rent","Debt_consolidation",1,"9574"
"90464","Male","Grade 12",1,35,7098,0.49,9574,29.94,106.77,57,"Unemployed","Rent","Debt_consolidation",1,"9574"
"90465","Male","No records",0,25.25,2018849,2.13,1796669,30.41,101.74,63.4,"Self-employed","Rent","Other",1,"1796669"
"90465","Male","No records",0,25.25,2018849,2.13,1796669,30.41,101.74,63.4,"Self-employed","Rent","Other",1,"1796669"
"90468","Male","No records",0,35,5726,0.51,18658,16.36,56.09,39.4,"Unemployed","Rent","Debt_consolidation",1,"18658"
"90468","Male","No records",0,35,5726,0.51,18658,16.36,56.09,39.4,"Unemployed","Rent","Debt_consolidation",1,"18658"
"90477","Female","Diploma",0,22.75,383963,1.79,729436,36.66,121.62,70.4,"Contract","Mortgage","Vehicle",1,"729436"
"90477","Female","Diploma",0,22.75,383963,1.79,729436,36.66,121.62,70.4,"Contract","Mortgage","Vehicle",1,"729436"
"90482","Male","Grade 12",0,20.25,526058,1.63,1441736,37.67,113.86,61.5,"Salaried","Rent","Vehicle",0,"1441736"
"90482","Male","Grade 12",0,20.25,526058,1.63,1441736,37.67,113.86,61.5,"Salaried","Rent","Vehicle",0,"1441736"
"90493","Female","No records",2,35,5144,0.58,10372,24.81,90.6,47,"Unemployed","Rent","Debt_consolidation",1,"10372"
"90493","Female","No records",2,35,5144,0.58,10372,24.81,90.6,47,"Unemployed","Rent","Debt_consolidation",1,"10372"
"90494","Female","Grade 12",0,20.25,266195,1.24,522366,3.17,13.68,30.9,"Salaried","Rent","Vehicle",0,"522366"
"90494","Female","Grade 12",0,20.25,266195,1.24,522366,3.17,13.68,30.9,"Salaried","Rent","Vehicle",0,"522366"
"90495","Female","Grade 12",1,18.75,865920,1.83,451590,16.1,59.86,40.3,"Contract","Mortgage","Vehicle",0,"451590"
"90495","Female","Grade 12",1,18.75,865920,1.83,451590,16.1,59.86,40.3,"Contract","Mortgage","Vehicle",0,"451590"
"90512","Male","No records",2,20.25,301775,1.55,963058,30.77,98.43,62.6,"Salaried","Rent","Vehicle",1,"963058"
"90512","Male","No records",2,20.25,301775,1.55,963058,30.77,98.43,62.6,"Salaried","Rent","Vehicle",1,"963058"
"90513","Female","No records",2,21.25,141237,1.38,44034,16.65,59.34,46.1,"Contract","Rent","Other",1,"44034"
"90513","Female","No records",2,21.25,141237,1.38,44034,16.65,59.34,46.1,"Contract","Rent","Other",1,"44034"
"90516","Male","Grade 12",0,17.75,291993,1.88,399502,19.63,65.27,46.2,"Salaried","Mortgage","Vehicle",1,"399502"
"90516","Male","Grade 12",0,17.75,291993,1.88,399502,19.63,65.27,46.2,"Salaried","Mortgage","Vehicle",1,"399502"
"90519","Male","Diploma",0,16.75,415382,1.03,358885,16.06,56.35,49.8,"Salaried","Mortgage","Home_improvement",0,"358885"
"90519","Male","Diploma",0,16.75,415382,1.03,358885,16.06,56.35,49.8,"Salaried","Mortgage","Home_improvement",0,"358885"
"90529","Male","Diploma",0,21.25,551335,1.37,1398583,31.89,103.11,64.2,"Self-employed","Mortgage","Vehicle",1,"1398583"
"90529","Male","Diploma",0,21.25,551335,1.37,1398583,31.89,103.11,64.2,"Self-employed","Mortgage","Vehicle",1,"1398583"
"90534","Female","No records",0,18.75,118717,1.97,236299,7.34,31.69,42.2,"Salaried","Rent","Vehicle",0,"236299"
"90534","Female","No records",0,18.75,118717,1.97,236299,7.34,31.69,42.2,"Salaried","Rent","Vehicle",0,"236299"
"90537","Male","Diploma",2,18.25,307200,1.71,1163335,39.42,127.02,73.8,"Salaried","Mortgage","Home_improvement",1,"1163335"
"90537","Male","Diploma",2,18.25,307200,1.71,1163335,39.42,127.02,73.8,"Salaried","Mortgage","Home_improvement",1,"1163335"
"90541","Female","Diploma",1,35,2995,0.56,9814,14.13,53.38,42.8,"Unemployed","Rent","Other",1,"9814"
"90541","Female","Diploma",1,35,2995,0.56,9814,14.13,53.38,42.8,"Unemployed","Rent","Other",1,"9814"
"90551","Female","No records",0,16.75,195994,1.53,695243,17.04,62.32,46.3,"Salaried","Mortgage","Home_improvement",0,"695243"
"90551","Female","No records",0,16.75,195994,1.53,695243,17.04,62.32,46.3,"Salaried","Mortgage","Home_improvement",0,"695243"
"90566","Female","No records",1,19.25,199616,1.54,467034,6.69,26.72,35.4,"Salaried","Mortgage","Vehicle",0,"467034"
"90566","Female","No records",1,19.25,199616,1.54,467034,6.69,26.72,35.4,"Salaried","Mortgage","Vehicle",0,"467034"
"90575","Female","Grade 12",0,18.75,683844,1.17,1026998,34.08,115.79,57.8,"Salaried","Rent","Vehicle",0,"1026998"
"90575","Female","Grade 12",0,18.75,683844,1.17,1026998,34.08,115.79,57.8,"Salaried","Rent","Vehicle",0,"1026998"
"90591","Female","Grade 12",0,18.25,243295,0.95,431637,3.08,17.9,30.6,"Salaried","Mortgage","Home_improvement",0,"431637"
"90591","Female","Grade 12",0,18.25,243295,0.95,431637,3.08,17.9,30.6,"Salaried","Mortgage","Home_improvement",0,"431637"
"90594","Male","No records",0,35,4023,0.52,6877,4.53,24.48,35,"Unemployed","Rent","Debt_consolidation",0,"6877"
"90594","Male","No records",0,35,4023,0.52,6877,4.53,24.48,35,"Unemployed","Rent","Debt_consolidation",0,"6877"
"90610","Female","Diploma",1,21.25,717548,1.6,322607,32.1,111.14,61.3,"Contract","Rent","Vehicle",0,"322607"
"90610","Female","Diploma",1,21.25,717548,1.6,322607,32.1,111.14,61.3,"Contract","Rent","Vehicle",0,"322607"
"90627","Male","Grade 12",0,17.75,384764,0.67,264650,11.66,42.18,38.6,"Salaried","Mortgage","Vehicle",0,"264650"
"90627","Male","Grade 12",0,17.75,384764,0.67,264650,11.66,42.18,38.6,"Salaried","Mortgage","Vehicle",0,"264650"
"90631","Female","Grade 12",0,23.75,1354487,1.79,2705963,31.1,105.06,61.5,"Contract","Rent","Vehicle",1,"2705963"
"90631","Female","Grade 12",0,23.75,1354487,1.79,2705963,31.1,105.06,61.5,"Contract","Rent","Vehicle",1,"2705963"
"90649","Male","No records",2,23.75,301242,1.37,784083,1.6,14.74,24.4,"Salaried","Rent","Vehicle",1,"784083"
"90649","Male","No records",2,23.75,301242,1.37,784083,1.6,14.74,24.4,"Salaried","Rent","Vehicle",1,"784083"
"90659","Female","No records",0,21.75,349995,0.82,1160269,17.45,62.17,51.4,"Salaried","Rent","Other",0,"1160269"
"90659","Female","No records",0,21.75,349995,0.82,1160269,17.45,62.17,51.4,"Salaried","Rent","Other",0,"1160269"
"90660","Female","Degree",2,16.25,392955,2.01,136899,30.88,106.55,56.5,"Salaried","Rent","Vehicle",1,"136899"
"90660","Female","Degree",2,16.25,392955,2.01,136899,30.88,106.55,56.5,"Salaried","Rent","Vehicle",1,"136899"
"90666","Female","Postgrad",0,19.25,588218,1.49,1699681,31.33,108.73,62.6,"Salaried","Mortgage","Vehicle",0,"1699681"
"90666","Female","Postgrad",0,19.25,588218,1.49,1699681,31.33,108.73,62.6,"Salaried","Mortgage","Vehicle",0,"1699681"
"90705","Female","Grade 12",0,22.25,784170,1.66,1938497,18.3,63.56,44.9,"Contract","Rent","Vehicle",0,"1938497"
"90705","Female","Grade 12",0,22.25,784170,1.66,1938497,18.3,63.56,44.9,"Contract","Rent","Vehicle",0,"1938497"
"90729","Male","No records",0,27.25,6288,0.34,2591,10.79,43.31,41.7,"Unemployed","Rent","Debt_consolidation",1,"2591"
"90729","Male","No records",0,27.25,6288,0.34,2591,10.79,43.31,41.7,"Unemployed","Rent","Debt_consolidation",1,"2591"
"90744","Male","Degree",0,17.75,285074,1.8,360363,15.08,55.52,48.2,"Salaried","Mortgage","Vehicle",1,"360363"
"90744","Male","Degree",0,17.75,285074,1.8,360363,15.08,55.52,48.2,"Salaried","Mortgage","Vehicle",1,"360363"
"90745","Male","Grade 12",0,19.25,278541,1.6,488028,12.62,47.41,35.2,"Salaried","Own","Debt_consolidation",1,"488028"
"90745","Male","Grade 12",0,19.25,278541,1.6,488028,12.62,47.41,35.2,"Salaried","Own","Debt_consolidation",1,"488028"
"90750","Female","No records",0,35,5165,0.46,11129,35.54,117.06,59.6,"Unemployed","Rent","Debt_consolidation",0,"11129"
"90750","Female","No records",0,35,5165,0.46,11129,35.54,117.06,59.6,"Unemployed","Rent","Debt_consolidation",0,"11129"
"90757","Female","Grade 12",0,19.25,338148,1.56,478003,15.65,61.24,42.6,"Salaried","Own","Debt_consolidation",0,"478003"
"90757","Female","Grade 12",0,19.25,338148,1.56,478003,15.65,61.24,42.6,"Salaried","Own","Debt_consolidation",0,"478003"
"90780","Female","Diploma",0,19.25,362370,1.78,1177280,22.29,76.36,55.7,"Salaried","Own","Debt_consolidation",0,"1177280"
"90780","Female","Diploma",0,19.25,362370,1.78,1177280,22.29,76.36,55.7,"Salaried","Own","Debt_consolidation",0,"1177280"
"90796","Male","Diploma",2,19.25,318232,1.19,849875,13.76,47.32,38.6,"Salaried","Own","Debt_consolidation",0,"849875"
"90796","Male","Diploma",2,19.25,318232,1.19,849875,13.76,47.32,38.6,"Salaried","Own","Debt_consolidation",0,"849875"
"90805","Male","Grade 12",0,23.75,3270128,1.41,3696447,22.29,75.09,55.6,"Self-employed","Rent","Other",0,"3696447"
"90805","Male","Grade 12",0,23.75,3270128,1.41,3696447,22.29,75.09,55.6,"Self-employed","Rent","Other",0,"3696447"
"90807","Male","Degree",1,18.75,683117,1.44,2507726,19.25,67.14,52,"Salaried","Rent","Vehicle",0,"2507726"
"90807","Male","Degree",1,18.75,683117,1.44,2507726,19.25,67.14,52,"Salaried","Rent","Vehicle",0,"2507726"
"90821","Male","No records",0,34.75,2717,0.56,9070,22.62,75.01,46.5,"Unemployed","Mortgage","Debt_consolidation",1,"9070"
