,ID,Gender,Education,Offences
183,11755,Male,Grade 12,0
184,11764,Male,Postgrad,0
185,11768,Female,No records,2
186,11774,Female,Diploma,0
187,11775,Male,Diploma,1
188,11778,Male,No records,2
189,11782,Female,Grade 12,0
190,11787,Female,No records,0
191,11811,Male,Diploma,0
192,11826,Male,No records,0
193,11828,Female,No records,1
194,11834,Female,No records,1
195,11835,Male,Grade 12,1
196,11844,Male,Diploma,0
197,11845,Female,Degree,0
198,11850,Male,No records,0
199,11865,Female,Grade 12,0
200,11896,Female,No records,0
201,11899,Female,Diploma,0
202,11909,Female,Diploma,0
203,11915,Male,No records,1
204,11916,Female,No records,1
205,11922,Female,Grade 12,0
206,11955,Female,No records,2
207,11957,Male,Grade 12,1
208,11961,Female,Diploma,2
209,11969,Female,No records,0
210,11980,Female,Grade 12,0
211,11999,Male,Grade 12,0
212,12016,Male,Degree,1
213,12034,Female,Grade 12,0
214,12035,Female,Diploma,0
215,12043,Female,Degree,1
216,12044,Female,Diploma,1
217,12050,Male,Diploma,4
218,12062,Female,Grade 12,0
219,12072,Male,Grade 12,2
220,12078,Female,No records,0
221,12086,Male,No records,0
222,12091,Male,No records,2
223,12093,Male,Degree,2
224,12103,Female,Grade 12,0
225,12113,Female,No records,1
226,12114,Male,Grade 12,1
227,12118,Male,No records,0
228,12127,Female,Diploma,0
229,12131,Male,No records,0
230,12157,Male,Grade 12,0
231,12163,Female,Diploma,3
232,12168,Female,Degree,0
233,12199,Male,Grade 12,2
234,12200,Female,Grade 12,0
235,12211,Female,No records,0
236,12234,Female,Grade 12,3
237,12242,Female,Diploma,1
238,12249,Female,Diploma,0
239,12258,Male,Grade 12,0
240,12266,Male,No records,0
241,12287,Female,Grade 12,2
242,12291,Male,Diploma,0
243,12301,Female,Diploma,0
244,12307,Male,Diploma,0
245,12333,Male,No records,2
246,12341,Male,No records,1
247,12342,Female,Degree,0
248,12353,Female,Grade 12,0
249,12366,Female,Grade 12,2
250,12370,Male,Diploma,1
251,12372,Female,No records,0
252,12378,Female,Grade 12,2
253,12381,Male,Diploma,0
254,12396,Male,Grade 12,0
255,12412,Male,Grade 12,1
256,12413,Male,Diploma,2
257,12417,Male,Grade 12,1
258,12424,Female,No records,0
259,12430,Male,Grade 12,0
260,12442,Female,Grade 12,0
261,12466,Female,Degree,0
262,12468,Female,Grade 12,0
263,12487,Male,No records,0
264,12490,Female,Grade 12,0
265,12502,Male,Grade 12,1
266,12505,Female,Grade 12,0
267,12507,Male,Diploma,1
268,12508,Male,Diploma,0
269,12512,Male,Grade 12,0
270,12517,Male,No records,0
271,12519,Male,Diploma,0
272,12523,Male,Postgrad,0
273,12525,Female,Degree,3
274,12537,Male,Grade 12,1
275,12551,Female,Diploma,1
276,12553,Male,Grade 12,1
277,12560,Male,Degree,0
278,12564,Male,Diploma,0
279,12568,Male,Postgrad,0
280,12589,Female,Diploma,1
281,12605,Female,Postgrad,0
282,12617,Male,Grade 12,2
283,12622,Male,Grade 12,0
284,12631,Male,Degree,0
285,12632,Female,Grade 12,0
286,12657,Female,Diploma,1
287,12660,Female,No records,2
288,12674,Male,Degree,0
289,12690,Female,No records,1
290,12707,Male,Grade 12,0
291,12708,Male,Diploma,0
292,12739,Male,Diploma,0
293,12741,Male,Degree,2
294,12742,Male,No records,1
295,12743,Female,Grade 12,0
296,12744,Female,Grade 12,0
297,12754,Female,Diploma,0
298,12772,Male,Grade 12,0
299,12773,Male,No records,0
300,12784,Female,Grade 12,0
301,12795,Female,Degree,0
302,12796,Male,Diploma,2
303,12798,Female,Postgrad,0
304,12813,Male,Degree,1
305,12822,Male,Diploma,0
306,12832,Female,Grade 12,0
307,12837,Male,Grade 12,0
308,12840,Male,Diploma,1
309,12847,Male,Diploma,0
310,12872,Female,Grade 12,1
311,12887,Male,Grade 12,0
312,12897,Female,Degree,0
313,12900,Male,Degree,3
314,12911,Female,Postgrad,4
315,12915,Female,Grade 12,0
316,12924,Female,No records,0
317,12936,Female,Postgrad,0
318,12942,Male,Diploma,1
319,12954,Male,Degree,0
320,12960,Male,Degree,0
321,12961,Female,Grade 12,0
322,12967,Male,Grade 12,0
323,12971,Male,Grade 12,0
324,12979,Female,Diploma,0
325,12984,Male,Degree,2
326,13000,Male,Degree,1
327,13041,Female,Degree,1
328,13047,Male,Diploma,1
329,13059,Female,Grade 12,1
330,13068,Female,Grade 12,0
331,13069,Female,Postgrad,0
332,13081,Male,Diploma,1
333,13089,Male,Grade 12,0
334,13108,Male,Grade 12,1
335,13111,Male,Grade 12,0
336,13117,Female,Postgrad,2
337,13150,Male,Diploma,0
338,13173,Male,Diploma,2
339,13174,Male,Grade 12,0
340,13190,Male,Degree,1
341,13191,Female,Degree,0
342,13194,Female,Diploma,0
343,13196,Male,No records,0
344,13198,Female,Degree,0
345,13202,Male,Grade 12,1
346,13206,Male,Degree,0
347,13216,Male,No records,0
348,13225,Female,Grade 12,2
349,13230,Male,Diploma,2
350,13273,Male,No records,0
351,13290,Male,Diploma,0
352,13306,Female,Diploma,0
353,13319,Male,Diploma,2
354,13322,Male,No records,3
355,13324,Female,Diploma,0
356,13328,Male,Diploma,2
357,13335,Male,Grade 12,1
358,13338,Male,No records,0
359,13347,Female,Postgrad,0
360,13363,Female,Diploma,1
361,13390,Male,Grade 12,0
362,13397,Male,Degree,0
363,13416,Male,Grade 12,0
364,13424,Female,No records,1
365,13426,Male,Grade 12,0
366,13441,Female,Grade 12,0
367,13449,Male,No records,0
368,13451,Female,Diploma,0
369,13458,Male,Grade 12,0
370,13462,Male,Diploma,0
371,13473,Male,Grade 12,0
372,13487,Female,Degree,0
373,13497,Female,Diploma,0
374,13501,Male,Grade 12,0
375,13502,Male,Diploma,0
376,13505,Female,Grade 12,2
377,13513,Male,Diploma,0
378,13518,Male,No records,0
379,13529,Female,Diploma,0
380,13533,Male,Degree,0
381,13552,Female,No records,0
382,13564,Female,No records,0
383,13567,Female,Postgrad,0
384,13587,Female,Degree,0
385,13602,Female,Grade 12,1
386,13603,Female,Degree,1
387,13606,Female,Degree,2
388,13619,Female,Grade 12,0
389,13639,Male,No records,0
390,13643,Female,Degree,0
391,13646,Male,Grade 12,0
392,13647,Male,Grade 12,1
393,13659,Male,Diploma,0
394,13673,Male,Degree,0
395,13702,Male,No records,0
396,13705,Male,Degree,2
397,13708,Male,Postgrad,0
398,13712,Female,Diploma,0
399,13724,Female,Grade 12,2
400,13732,Male,Degree,2
401,13735,Male,Diploma,0
402,13770,Male,Diploma,0
403,13774,Male,Grade 12,0
404,13798,Male,Degree,2
405,13820,Male,No records,1
406,13828,Female,Grade 12,0
407,13833,Male,Degree,0
408,13854,Female,Grade 12,0
409,13859,Male,Diploma,0
410,13870,Female,Diploma,0
411,13901,Female,No records,0
412,13908,Female,Grade 12,0
413,13910,Female,Grade 12,0
414,13922,Female,Grade 12,3
415,13924,Male,Degree,2
416,13930,Female,Grade 12,2
417,13947,Male,Diploma,0
418,13950,Male,Degree,0
419,13963,Male,Diploma,0
420,13976,Male,Grade 12,0
421,13982,Male,Diploma,0
422,13983,Male,Diploma,1
423,13987,Male,No records,1
424,13997,Male,Grade 12,0
425,14006,Male,No records,0
426,14022,Female,Diploma,0
427,14024,Female,No records,0
428,14026,Male,Diploma,0
429,14034,Male,No records,0
430,14036,Male,Diploma,2
431,14037,Female,Degree,0
432,14041,Female,Diploma,1
433,14054,Male,No records,0
434,14066,Female,Grade 12,1
435,14078,Male,Diploma,0
436,14081,Female,Diploma,1
437,14086,Male,Grade 12,0
438,14090,Female,Diploma,2
439,14105,Male,Diploma,1
440,14110,Male,No records,4
441,14118,Male,Grade 12,0
442,14123,Female,Degree,0
443,14124,Female,Degree,3
444,14130,Male,Diploma,2
445,14137,Female,Grade 12,1
446,14140,Female,No records,2
447,14145,Female,Grade 12,2
448,14152,Female,Grade 12,0
449,14165,Female,Degree,0
450,14199,Female,Diploma,0
451,14211,Male,Grade 12,2
452,14222,Female,Grade 12,0
453,14232,Female,No records,0
454,14234,Female,Postgrad,0
455,14239,Male,Grade 12,0
456,14242,Female,Diploma,0
457,14248,Female,Grade 12,0
458,14263,Male,No records,0
459,14265,Female,No records,0
460,14271,Female,No records,0
461,14278,Male,No records,0
462,14282,Female,Grade 12,2
463,14289,Male,Diploma,0
464,14312,Male,No records,1
465,14318,Female,Grade 12,0
466,14321,Female,Grade 12,0
467,14322,Male,No records,0
468,14338,Female,No records,0
469,14363,Male,Degree,0
470,14377,Male,Grade 12,3
471,14383,Male,Diploma,1
472,14401,Female,Grade 12,0
473,14404,Female,No records,0
474,14428,Male,No records,0
475,14438,Male,Degree,0
476,14453,Male,No records,1
477,14456,Male,Diploma,1
478,14473,Female,Diploma,1
479,14483,Male,Diploma,1
480,14485,Female,Grade 12,0
481,14493,Female,Grade 12,3
482,14497,Female,Diploma,1
483,14498,Female,Grade 12,2
484,14509,Male,Diploma,0
485,14521,Female,Diploma,0
486,14527,Female,Degree,0
487,14537,Male,Grade 12,0
488,14562,Female,Grade 12,0
489,14571,Female,Diploma,0
490,14585,Male,Diploma,0
491,14590,Female,Degree,1
492,14603,Male,Postgrad,0
493,14608,Female,No records,1
494,14615,Female,Grade 12,2
495,14617,Female,Degree,1
496,14624,Female,No records,2
497,14639,Male,Diploma,1
498,14645,Male,No records,1
499,14647,Male,Grade 12,0
500,14651,Female,Grade 12,0
501,14652,Female,Grade 12,0
502,14667,Female,Grade 12,2
503,14673,Female,Grade 12,0
504,14674,Male,Grade 12,0
505,14685,Male,Degree,1
506,14718,Male,Grade 12,2
507,14725,Male,No records,2
508,14735,Female,Diploma,1
509,14752,Male,Postgrad,0
510,14761,Female,Degree,0
511,14767,Male,Diploma,1
512,14787,Female,Diploma,0
513,14809,Male,No records,1
514,14818,Female,Degree,0
515,14821,Female,Diploma,0
516,14829,Female,Grade 12,0
517,14830,Male,Grade 12,0
518,14832,Female,No records,3
519,14843,Female,No records,0
520,14863,Female,Diploma,2
521,14870,Female,Grade 12,0
522,14872,Male,No records,0
523,14876,Female,Degree,0
524,14877,Male,Diploma,0
525,14927,Female,No records,2
526,14930,Male,No records,2
527,14932,Male,Diploma,1
528,14948,Male,Diploma,0
529,14966,Male,Grade 12,0
530,14974,Female,Degree,1
531,14986,Female,Grade 12,0
532,14987,Female,No records,0
533,14989,Male,Grade 12,0
534,15011,Male,Diploma,2
535,15017,Female,No records,0
536,15023,Female,Diploma,1
537,15043,Female,Diploma,0
538,15048,Female,Grade 12,0
539,15060,Male,Grade 12,0
540,15062,Male,Grade 12,2
541,15065,Male,Degree,0
542,15071,Female,Diploma,2
543,15086,Female,Postgrad,0
544,15095,Female,Degree,1
545,15096,Male,Diploma,0
546,15099,Male,No records,2
547,15105,Female,Diploma,1
548,15111,Female,Grade 12,0
549,15112,Male,Degree,0
550,15115,Female,Grade 12,0
551,15120,Male,Degree,0
552,15127,Female,Postgrad,0
553,15135,Female,Diploma,2
554,15147,Female,Grade 12,2
555,15155,Male,Diploma,0
556,15156,Female,Diploma,0
557,15162,Female,Diploma,0
558,15178,Female,No records,0
559,15203,Female,Diploma,2
560,15205,Male,Grade 12,0
561,15215,Female,No records,1
562,15220,Female,Grade 12,0
563,15226,Male,Grade 12,0
564,15230,Female,Grade 12,0
565,15233,Female,Diploma,0
566,15234,Female,Postgrad,4
567,15242,Female,Grade 12,0
568,15253,Female,Diploma,0
569,15265,Male,Diploma,2
570,15272,Female,Diploma,1
571,15296,Male,Grade 12,0
572,15298,Female,Diploma,1
573,15309,Male,No records,3
574,15314,Male,Grade 12,0
575,15326,Female,Diploma,0
576,15332,Male,No records,1
577,15341,Female,Grade 12,0
578,15352,Female,No records,2
579,15358,Male,Grade 12,2
580,15365,Male,Diploma,0
581,15370,Female,Diploma,0
582,15378,Male,Diploma,0
583,15394,Male,Grade 12,0
584,15395,Female,Grade 12,0
585,15398,Male,Degree,0
586,15400,Male,No records,0
587,15408,Female,Diploma,1
588,15410,Female,Grade 12,0
589,15437,Male,No records,2
590,15456,Male,Diploma,0
591,15457,Female,Grade 12,0
592,15490,Male,No records,2
593,15491,Female,Grade 12,0
594,15492,Male,Postgrad,1
595,15493,Female,Grade 12,1
596,15498,Male,Grade 12,2
597,15509,Male,Degree,1
598,15510,Female,Grade 12,0
599,15511,Female,Diploma,0
600,15512,Female,Diploma,1
601,15525,Female,Degree,1
602,15563,Female,Diploma,0
603,15565,Male,No records,0
604,15589,Male,No records,1
605,15595,Male,Diploma,0
606,15597,Male,Diploma,3
607,15609,Female,Grade 12,1
608,15611,Male,Grade 12,0
609,15619,Female,Degree,1
610,15624,Male,Postgrad,0
611,15626,Male,No records,0
612,15636,Female,Diploma,0
613,15647,Male,Diploma,1
614,15653,Female,Degree,1
615,15660,Female,Diploma,1
616,15665,Female,No records,3
617,15667,Male,Grade 12,1
618,15686,Female,Grade 12,0
619,15703,Female,Postgrad,0
620,15711,Female,Postgrad,2
621,15713,Female,No records,2
622,15716,Female,Grade 12,0
623,15736,Female,Degree,0
624,15739,Female,Grade 12,0
625,15752,Male,Grade 12,0
626,15776,Male,Degree,2
627,15778,Male,Grade 12,2
628,15783,Male,Grade 12,2
629,15791,Male,Postgrad,1
630,15793,Male,No records,2
631,15800,Female,Diploma,0
632,15801,Male,Diploma,3
633,15802,Female,Grade 12,0
634,15803,Male,No records,0
635,15804,Male,Diploma,2
636,15808,Male,No records,0
637,15817,Female,Grade 12,0
638,15820,Female,Grade 12,0
639,15823,Female,Degree,0
640,15834,Female,Grade 12,1
641,15840,Female,No records,0
642,15851,Male,No records,0
643,15865,Female,Postgrad,3
644,15871,Female,Degree,0
645,15874,Male,Grade 12,0
646,15894,Male,Grade 12,0
647,15896,Female,Diploma,0
648,15899,Male,Grade 12,0
649,15917,Female,No records,0
650,15923,Male,Grade 12,1
651,15925,Male,Postgrad,2
652,15933,Male,Diploma,0
653,15946,Male,Grade 12,0
654,15950,Female,Diploma,2
655,15952,Female,Diploma,2
656,15954,Female,Postgrad,0
657,15965,Female,Grade 12,0
658,15969,Male,No records,0
659,15979,Female,Grade 12,0
660,15980,Male,Diploma,2
661,16008,Male,Grade 12,0
662,16011,Female,Grade 12,0
663,16014,Male,Grade 12,1
664,16018,Male,Grade 12,1
665,16020,Male,Grade 12,0
666,16034,Male,Grade 12,0
667,16054,Male,Diploma,2
668,16093,Female,Grade 12,0
669,16097,Female,Diploma,0
670,16100,Female,Diploma,0
671,16112,Male,No records,0
672,16134,Male,Grade 12,0
673,16143,Male,Degree,1
674,16157,Female,Grade 12,0
675,16167,Female,Grade 12,0
676,16183,Female,Degree,2
677,16197,Female,Grade 12,0
678,16198,Male,Diploma,0
679,16219,Female,Grade 12,0
680,16222,Male,No records,0
681,16225,Male,Diploma,2
682,16231,Male,Grade 12,0
683,16232,Female,Degree,0
684,16240,Male,Degree,1
685,16242,Female,No records,0
686,16263,Female,Diploma,0
687,16274,Male,Diploma,0
688,16281,Female,No records,1
689,16286,Male,Diploma,1
690,16299,Female,Diploma,0
691,16365,Male,Diploma,0
692,16368,Male,No records,0
693,16382,Female,Degree,2
694,16389,Female,Grade 12,0
695,16404,Female,Degree,1
696,16407,Female,Degree,0
697,16411,Female,No records,1
698,16424,Female,Grade 12,0
699,16427,Female,Degree,0
700,16441,Female,Postgrad,0
701,16447,Male,Diploma,0
702,16448,Male,Diploma,0
703,16453,Male,Degree,0
704,16455,Female,Diploma,3
705,16461,Male,Grade 12,2
706,16467,Male,Grade 12,2
707,16474,Male,No records,1
708,16483,Female,No records,2
709,16485,Female,Grade 12,0
710,16490,Male,Diploma,1
711,16492,Female,No records,1
712,16501,Male,No records,0
713,16519,Female,Grade 12,1
714,16545,Male,No records,1
715,16547,Female,Diploma,0
716,16559,Female,Grade 12,0
717,16564,Female,Diploma,0
718,16593,Male,No records,0
719,16604,Male,No records,0
720,16627,Female,Grade 12,1
721,16632,Female,Grade 12,0
722,16637,Female,Diploma,0
723,16642,Female,Grade 12,1
724,16653,Female,Degree,4
725,16698,Male,Diploma,0
726,16699,Male,Grade 12,0
727,16710,Female,Grade 12,2
728,16749,Male,Grade 12,0
729,16756,Female,No records,0
730,16763,Male,Grade 12,0
731,16765,Male,No records,0
732,16771,Male,Grade 12,0
733,16793,Male,Grade 12,0
734,16799,Male,Diploma,1
735,16820,Female,Diploma,0
736,16829,Female,Degree,1
737,16835,Male,Degree,0
738,16853,Female,Grade 12,2
739,16865,Male,Grade 12,3
740,16866,Male,Grade 12,0
741,16877,Male,Grade 12,1
742,16909,Female,Grade 12,0
743,16917,Male,Degree,0
744,16921,Male,Diploma,4
745,16923,Male,Grade 12,2
746,16925,Male,Diploma,1
747,16926,Female,Grade 12,0
748,16942,Male,Diploma,0
749,16949,Female,Grade 12,1
750,16955,Female,Diploma,0
751,16965,Female,Grade 12,0
752,16967,Male,Postgrad,0
753,16970,Male,Diploma,2
754,16971,Male,Grade 12,0
755,16975,Female,Diploma,2
756,16997,Female,Grade 12,2
757,17007,Male,Grade 12,0
758,17012,Female,Grade 12,0
759,17019,Male,Diploma,2
760,17038,Female,Diploma,0
761,17044,Male,No records,2
762,17045,Female,Grade 12,0
763,17054,Female,Diploma,2
764,17067,Female,Degree,3
765,17069,Female,Grade 12,2
766,17071,Female,Diploma,1
767,17074,Female,Grade 12,0
768,17082,Female,Diploma,0
769,17085,Female,No records,1
770,17124,Male,Grade 12,0
771,17133,Male,Degree,3
772,17136,Female,Diploma,0
773,17141,Male,Diploma,2
774,17153,Male,Diploma,0
775,17154,Female,Grade 12,0
776,17156,Male,Grade 12,0
777,17184,Male,Grade 12,0
778,17188,Female,Grade 12,2
779,17193,Female,Grade 12,0
780,17224,Male,Grade 12,1
781,17230,Male,Grade 12,2
782,17265,Male,No records,2
783,17270,Male,Degree,3
784,17276,Male,No records,0
785,17280,Male,Diploma,1
786,17295,Female,No records,0
787,17303,Female,No records,1
788,17311,Female,Degree,0
789,17320,Female,Diploma,2
790,17344,Male,Diploma,1
791,17356,Female,Grade 12,0
792,17357,Male,Degree,0
793,17364,Female,No records,1
794,17369,Male,Diploma,3
795,17370,Male,Grade 12,2
796,17380,Male,Degree,0
797,17382,Female,No records,1
798,17390,Female,Grade 12,0
799,17391,Female,Grade 12,0
800,17403,Male,Grade 12,2
801,17416,Male,No records,0
802,17429,Female,Degree,0
803,17438,Female,Degree,1
804,17441,Male,Postgrad,1
805,17451,Male,Grade 12,0
806,17463,Male,Diploma,2
807,17466,Male,Grade 12,0
808,17471,Male,Diploma,0
809,17473,Male,Degree,2
810,17474,Male,No records,3
811,17480,Male,Postgrad,4
812,17482,Male,Diploma,0
813,17483,Male,Grade 12,0
814,17484,Female,Diploma,2
815,17490,Male,Grade 12,0
816,17505,Female,Diploma,1
817,17513,Male,No records,1
818,17543,Female,Degree,0
819,17558,Female,Degree,0
820,17564,Male,Grade 12,2
821,17588,Female,Grade 12,1
822,17593,Female,Grade 12,0
823,17595,Male,Diploma,0
824,17602,Male,No records,0
825,17614,Female,Grade 12,0
826,17617,Female,Grade 12,0
827,17622,Male,No records,0
828,17625,Female,Degree,1
829,17636,Male,Diploma,2
830,17650,Female,Grade 12,0
831,17654,Female,Degree,0
832,17663,Female,Grade 12,0
833,17692,Male,Diploma,0
834,17701,Male,Diploma,0
835,17706,Female,Diploma,1
836,17708,Female,Postgrad,0
837,17714,Female,Degree,2
838,17748,Male,Grade 12,2
839,17753,Male,Grade 12,0
840,17762,Female,Grade 12,1
841,17763,Male,No records,2
842,17768,Female,Diploma,0
843,17769,Female,Grade 12,2
844,17780,Female,Degree,1
845,17801,Female,No records,1
846,17814,Male,Diploma,2
847,17831,Female,No records,0
848,17843,Female,No records,0
849,17849,Male,Diploma,2
850,17866,Male,Degree,0
851,17884,Female,No records,0
852,17886,Female,Grade 12,0
853,17895,Male,No records,0
854,17898,Male,No records,2
855,17904,Male,Grade 12,0
856,17905,Male,Grade 12,0
857,17910,Male,Diploma,0
858,17914,Male,Diploma,0
859,17924,Male,No records,2
860,17930,Male,Postgrad,2
861,17940,Male,No records,0
862,17967,Male,Diploma,2
863,17983,Female,Diploma,3
864,17984,Male,No records,1
865,17998,Male,Grade 12,0
866,18004,Male,Grade 12,0
867,18014,Female,Grade 12,1
868,18031,Female,No records,1
869,18032,Female,Grade 12,0
870,18065,Female,Diploma,0
871,18066,Female,Diploma,0
872,18079,Female,Diploma,0
873,18090,Female,No records,1
874,18095,Female,No records,0
875,18096,Male,Postgrad,1
876,18108,Male,Grade 12,2
877,18111,Female,Grade 12,0
878,18123,Female,Degree,1
879,18130,Male,Grade 12,0
880,18134,Female,Postgrad,2
881,18139,Male,Postgrad,0
882,18153,Male,Grade 12,1
883,18167,Male,Degree,0
884,18171,Male,No records,0
885,18176,Male,Diploma,0
886,18177,Male,Postgrad,1
887,18194,Female,No records,0
888,18208,Female,Grade 12,1
889,18215,Male,No records,2
890,18222,Male,Diploma,2
891,18243,Female,Diploma,0
892,18246,Female,Postgrad,0
893,18259,Male,Degree,0
894,18268,Male,Grade 12,1
895,18271,Male,Diploma,3
896,18277,Female,Degree,0
897,18278,Male,No records,1
898,18279,Male,No records,0
899,18283,Female,Degree,1
900,18288,Female,Diploma,0
901,18289,Female,Grade 12,1
902,18297,Male,No records,0
903,18303,Male,Grade 12,0
904,18328,Female,Diploma,0
905,18343,Female,Degree,1
906,18360,Female,No records,0
907,18372,Male,Degree,2
908,18382,Male,Grade 12,3
909,18390,Female,No records,2
910,18391,Female,Grade 12,1
911,18394,Male,Diploma,0
912,18430,Male,No records,0
913,18433,Male,No records,0
914,18437,Female,Degree,0
915,18444,Female,Grade 12,0
916,18446,Male,Diploma,2
917,18449,Male,Grade 12,1
918,18451,Female,Grade 12,1
919,18463,Male,Grade 12,1
920,18470,Male,Grade 12,0
921,18471,Female,Postgrad,0
922,18482,Male,Grade 12,0
923,18503,Female,Grade 12,3
924,18508,Male,Grade 12,0
925,18510,Male,Grade 12,2
926,18526,Female,Degree,0
927,18528,Female,Grade 12,0
928,18544,Male,Grade 12,3
929,18545,Female,Grade 12,0
930,18550,Female,No records,2
931,18571,Female,Diploma,0
932,18587,Female,Diploma,1
933,18597,Female,Degree,2
934,18606,Female,Grade 12,0
935,18615,Female,Diploma,0
936,18629,Male,Diploma,2
937,18652,Male,Postgrad,1
938,18654,Female,Diploma,1
939,18676,Male,Grade 12,0
